,Activity
5722,SITTING
10124,STANDING
145,WALKING_DOWNSTAIRS
6925,WALKING_DOWNSTAIRS
5842,WALKING_UPSTAIRS
7838,STANDING
8552,WALKING_UPSTAIRS
3059,STANDING
9436,SITTING
64,LAYING
9710,WALKING_DOWNSTAIRS
3296,SITTING
9134,WALKING
4056,SITTING
395,SITTING
8993,WALKING_DOWNSTAIRS
450,WALKING
1660,SITTING
7042,LAYING
82,WALKING
2913,SITTING
292,WALKING
3005,WALKING_DOWNSTAIRS
5385,WALKING
411,LAYING
7103,WALKING_DOWNSTAIRS
8058,WALKING
3112,SITTING
6600,WALKING_DOWNSTAIRS
6795,WALKING_UPSTAIRS
352,STANDING
8654,WALKING
2775,LAYING
7766,WALKING
8054,WALKING
5862,WALKING_UPSTAIRS
8380,WALKING_DOWNSTAIRS
2666,WALKING_DOWNSTAIRS
1357,SITTING
6642,STANDING
8048,WALKING
2634,WALKING
6271,STANDING
9879,WALKING_DOWNSTAIRS
1650,SITTING
4588,SITTING
8749,SITTING
103,WALKING
3700,LAYING
9164,WALKING_DOWNSTAIRS
7089,WALKING
34,SITTING
4669,WALKING_DOWNSTAIRS
666,WALKING_UPSTAIRS
8057,WALKING
4631,LAYING
5548,SITTING
4229,SITTING
4471,LAYING
8823,WALKING
8765,SITTING
3285,SITTING
5359,LAYING
7025,SITTING
9495,WALKING
674,WALKING_UPSTAIRS
6524,LAYING
1828,LAYING
7238,LAYING
2905,STANDING
9090,SITTING
4423,SITTING
2292,LAYING
5456,WALKING_UPSTAIRS
3144,LAYING
2036,WALKING_UPSTAIRS
8929,LAYING
4049,SITTING
10062,WALKING_DOWNSTAIRS
413,LAYING
3803,STANDING
1389,LAYING
6101,SITTING
6440,WALKING_UPSTAIRS
9064,STANDING
1383,LAYING
9769,STANDING
1266,WALKING_DOWNSTAIRS
6050,WALKING_UPSTAIRS
9742,WALKING_UPSTAIRS
4485,WALKING
5740,SITTING
9168,WALKING_DOWNSTAIRS
5581,LAYING
394,SITTING
2156,WALKING
2706,STANDING
4634,WALKING
7967,WALKING_UPSTAIRS
7155,WALKING_DOWNSTAIRS
1141,WALKING_UPSTAIRS
1062,LAYING
2398,STANDING
9950,STANDING
10133,STANDING
5485,STANDING
7332,WALKING_UPSTAIRS
9968,SITTING
1976,LAYING
9124,LAYING
1641,STANDING
6285,STANDING
4671,WALKING_DOWNSTAIRS
3866,LAYING
3605,STANDING
5252,WALKING_UPSTAIRS
9872,WALKING_DOWNSTAIRS
3468,SITTING
7125,WALKING_UPSTAIRS
2688,WALKING_UPSTAIRS
717,SITTING
7471,WALKING_DOWNSTAIRS
9823,LAYING
1604,WALKING_UPSTAIRS
7064,LAYING
5767,LAYING
8775,LAYING
7770,WALKING_DOWNSTAIRS
1373,LAYING
7748,WALKING
3461,STANDING
2646,WALKING
3145,LAYING
9854,WALKING
5011,WALKING
5206,WALKING_DOWNSTAIRS
1252,WALKING
4000,STANDING
7479,WALKING_DOWNSTAIRS
6387,WALKING
9308,WALKING
4901,STANDING
1385,LAYING
8983,WALKING
3443,STANDING
3378,WALKING
5620,WALKING_DOWNSTAIRS
4808,WALKING
9995,LAYING
8631,LAYING
3163,LAYING
2888,STANDING
6006,WALKING_DOWNSTAIRS
9683,WALKING
5538,SITTING
6325,SITTING
6546,LAYING
8420,STANDING
10089,WALKING_UPSTAIRS
6005,WALKING_DOWNSTAIRS
8302,SITTING
9884,WALKING_DOWNSTAIRS
4286,LAYING
4774,LAYING
5102,STANDING
1481,STANDING
8383,WALKING_UPSTAIRS
9336,WALKING_DOWNSTAIRS
5924,SITTING
501,WALKING_UPSTAIRS
1536,LAYING
8569,STANDING
5294,STANDING
7508,WALKING_UPSTAIRS
3510,LAYING
5832,WALKING_UPSTAIRS
1953,LAYING
4118,WALKING
9956,SITTING
2146,WALKING
10063,WALKING_DOWNSTAIRS
5723,SITTING
9290,LAYING
1355,SITTING
9127,LAYING
9020,WALKING_UPSTAIRS
1510,SITTING
3483,SITTING
7270,WALKING
10237,WALKING
3933,WALKING_DOWNSTAIRS
3926,WALKING
3531,WALKING
489,WALKING_UPSTAIRS
5695,STANDING
1042,SITTING
488,WALKING_UPSTAIRS
1104,WALKING
10009,LAYING
4246,SITTING
195,STANDING
2394,STANDING
9445,SITTING
2590,SITTING
8227,WALKING_DOWNSTAIRS
3134,LAYING
1126,WALKING_DOWNSTAIRS
628,WALKING
7146,WALKING_DOWNSTAIRS
2011,WALKING_DOWNSTAIRS
10149,SITTING
6860,SITTING
2542,WALKING_UPSTAIRS
1955,LAYING
9442,SITTING
9971,SITTING
2910,SITTING
9563,WALKING_DOWNSTAIRS
6729,WALKING
5492,STANDING
684,WALKING_UPSTAIRS
7655,STANDING
10092,WALKING_UPSTAIRS
133,WALKING_DOWNSTAIRS
5065,WALKING_UPSTAIRS
7796,WALKING_UPSTAIRS
1952,LAYING
1294,WALKING_UPSTAIRS
6706,LAYING
6812,STANDING
5194,WALKING
6410,WALKING_UPSTAIRS
9691,WALKING
816,WALKING_DOWNSTAIRS
6735,WALKING
8473,LAYING
790,WALKING
71,LAYING
3032,WALKING_UPSTAIRS
9520,WALKING_DOWNSTAIRS
7565,LAYING
8449,SITTING
8453,SITTING
7252,LAYING
7790,WALKING_UPSTAIRS
6045,WALKING_UPSTAIRS
1415,WALKING
6046,WALKING_UPSTAIRS
9387,WALKING_UPSTAIRS
3555,WALKING
2772,LAYING
8376,WALKING_DOWNSTAIRS
1580,WALKING_DOWNSTAIRS
4623,LAYING
1594,WALKING_DOWNSTAIRS
6612,WALKING_UPSTAIRS
9761,STANDING
5340,LAYING
10198,LAYING
3118,SITTING
4618,LAYING
2443,LAYING
812,WALKING_DOWNSTAIRS
2195,WALKING_UPSTAIRS
735,SITTING
7698,SITTING
6274,STANDING
8841,WALKING_DOWNSTAIRS
3558,WALKING_DOWNSTAIRS
8965,WALKING
8405,WALKING_UPSTAIRS
6797,WALKING_UPSTAIRS
10271,WALKING_UPSTAIRS
3344,LAYING
3548,WALKING
6049,WALKING_UPSTAIRS
4817,WALKING
9412,STANDING
6238,WALKING_UPSTAIRS
739,LAYING
380,SITTING
8312,LAYING
3782,WALKING_DOWNSTAIRS
52,LAYING
8062,WALKING
1723,WALKING_DOWNSTAIRS
7688,SITTING
8088,WALKING_DOWNSTAIRS
8619,LAYING
2598,LAYING
105,WALKING
824,WALKING_UPSTAIRS
7351,WALKING_UPSTAIRS
6708,LAYING
10066,WALKING_DOWNSTAIRS
4044,SITTING
10265,WALKING_UPSTAIRS
2577,SITTING
1161,STANDING
2924,SITTING
4468,LAYING
6969,STANDING
4651,WALKING
5516,SITTING
778,WALKING
5185,WALKING
5321,SITTING
8356,WALKING
6124,SITTING
4761,SITTING
2609,LAYING
2489,WALKING
5644,WALKING_UPSTAIRS
693,STANDING
7349,WALKING_UPSTAIRS
10262,WALKING_UPSTAIRS
4740,SITTING
6733,WALKING
4706,STANDING
2811,WALKING
6316,SITTING
6249,STANDING
546,STANDING
3719,LAYING
8851,WALKING_UPSTAIRS
5828,WALKING_DOWNSTAIRS
3297,SITTING
6957,WALKING_UPSTAIRS
5812,WALKING
8769,SITTING
7884,LAYING
7809,WALKING_UPSTAIRS
9379,WALKING_UPSTAIRS
2299,LAYING
1283,WALKING_DOWNSTAIRS
5282,STANDING
4813,WALKING
7654,STANDING
7372,STANDING
3580,WALKING_UPSTAIRS
6983,STANDING
4899,STANDING
1887,WALKING_UPSTAIRS
4489,WALKING
1937,SITTING
9126,LAYING
1478,STANDING
5465,WALKING_UPSTAIRS
8513,WALKING_DOWNSTAIRS
1340,STANDING
8673,WALKING_DOWNSTAIRS
4728,SITTING
9771,STANDING
7840,STANDING
8500,WALKING
1380,LAYING
7449,WALKING
7877,LAYING
3500,LAYING
8264,STANDING
2342,WALKING_DOWNSTAIRS
6386,WALKING
3213,WALKING_UPSTAIRS
755,LAYING
4885,STANDING
2601,LAYING
4646,WALKING
78,WALKING
538,STANDING
1083,WALKING
5751,LAYING
7519,STANDING
8746,STANDING
5857,WALKING_DOWNSTAIRS
1698,WALKING
3570,WALKING_DOWNSTAIRS
849,STANDING
743,LAYING
1289,WALKING_DOWNSTAIRS
8220,WALKING_DOWNSTAIRS
3945,WALKING_UPSTAIRS
3788,WALKING_UPSTAIRS
3011,WALKING_DOWNSTAIRS
5987,WALKING
6308,SITTING
4441,LAYING
4611,LAYING
5976,WALKING
4727,SITTING
6186,WALKING
6872,LAYING
2181,WALKING_DOWNSTAIRS
6409,WALKING_UPSTAIRS
8131,STANDING
5155,LAYING
3975,STANDING
5747,LAYING
10233,WALKING
3103,SITTING
5347,LAYING
8005,SITTING
3889,LAYING
255,WALKING
8866,WALKING_UPSTAIRS
871,STANDING
923,WALKING
7391,SITTING
3588,WALKING_UPSTAIRS
494,WALKING_UPSTAIRS
2281,LAYING
10137,STANDING
3078,STANDING
6188,WALKING
2636,WALKING
7049,LAYING
5014,WALKING_DOWNSTAIRS
2286,LAYING
5945,LAYING
8034,LAYING
2537,WALKING_UPSTAIRS
4002,STANDING
471,WALKING_DOWNSTAIRS
4320,WALKING
1574,WALKING
4709,STANDING
718,SITTING
6268,STANDING
212,SITTING
6995,STANDING
5152,LAYING
4207,STANDING
9101,LAYING
2933,SITTING
7368,STANDING
1862,WALKING
6052,STANDING
9645,LAYING
9349,WALKING_UPSTAIRS
1774,STANDING
6371,WALKING
4115,WALKING
10046,WALKING
5293,STANDING
7670,STANDING
8452,SITTING
8332,LAYING
5978,WALKING
6112,SITTING
5009,WALKING
1014,STANDING
2332,WALKING_DOWNSTAIRS
4866,WALKING_DOWNSTAIRS
8710,WALKING_UPSTAIRS
9779,SITTING
3766,WALKING_UPSTAIRS
9616,SITTING
8970,WALKING
4904,STANDING
9785,SITTING
10220,WALKING
7716,LAYING
5906,SITTING
4202,STANDING
8634,LAYING
4114,WALKING
1555,WALKING
1762,STANDING
5833,WALKING_UPSTAIRS
3506,LAYING
5216,WALKING_DOWNSTAIRS
3897,LAYING
1852,WALKING
9700,WALKING_DOWNSTAIRS
2529,WALKING_UPSTAIRS
2455,LAYING
5281,STANDING
5981,WALKING
2360,WALKING_UPSTAIRS
3767,WALKING_UPSTAIRS
4492,WALKING
8238,WALKING_UPSTAIRS
2877,STANDING
3041,WALKING_UPSTAIRS
6584,WALKING_DOWNSTAIRS
7896,WALKING
7380,STANDING
3667,SITTING
5774,LAYING
1469,WALKING_UPSTAIRS
3939,WALKING_DOWNSTAIRS
8134,STANDING
1101,WALKING
4593,SITTING
7373,STANDING
5451,WALKING_UPSTAIRS
4825,WALKING
8375,WALKING_DOWNSTAIRS
2582,SITTING
6230,WALKING_UPSTAIRS
3925,WALKING
6177,WALKING
1065,LAYING
3753,WALKING_DOWNSTAIRS
7347,WALKING_UPSTAIRS
8931,LAYING
6717,LAYING
9146,WALKING
962,WALKING_DOWNSTAIRS
8347,WALKING
9223,STANDING
5258,WALKING_UPSTAIRS
4235,SITTING
7027,SITTING
4780,LAYING
5116,SITTING
6473,STANDING
3780,WALKING_DOWNSTAIRS
325,WALKING_UPSTAIRS
900,LAYING
2595,SITTING
5991,WALKING
1649,SITTING
5729,SITTING
6847,SITTING
2813,WALKING
7097,WALKING
5918,SITTING
5043,WALKING_UPSTAIRS
9877,WALKING_DOWNSTAIRS
4942,SITTING
5672,STANDING
4925,SITTING
3867,LAYING
1336,STANDING
1305,WALKING_UPSTAIRS
104,WALKING
7799,WALKING_UPSTAIRS
8388,WALKING_UPSTAIRS
2918,SITTING
7944,WALKING_DOWNSTAIRS
9537,WALKING_UPSTAIRS
3445,STANDING
7647,WALKING_UPSTAIRS
8426,STANDING
854,STANDING
6890,LAYING
8524,WALKING_DOWNSTAIRS
9480,LAYING
2161,WALKING
876,SITTING
6424,WALKING_DOWNSTAIRS
5145,LAYING
2629,LAYING
9047,STANDING
10000,LAYING
6474,STANDING
9927,STANDING
8786,LAYING
6939,WALKING_DOWNSTAIRS
5046,WALKING_UPSTAIRS
5851,WALKING_DOWNSTAIRS
6723,LAYING
2108,SITTING
8744,STANDING
5586,LAYING
950,WALKING_DOWNSTAIRS
8069,WALKING_DOWNSTAIRS
7632,WALKING_UPSTAIRS
9849,WALKING
2433,SITTING
3962,WALKING_UPSTAIRS
9910,WALKING_UPSTAIRS
9340,WALKING_DOWNSTAIRS
1571,WALKING
10298,WALKING_UPSTAIRS
2982,WALKING
6898,WALKING
2737,SITTING
573,SITTING
4236,SITTING
9467,LAYING
5684,STANDING
1474,WALKING_UPSTAIRS
2150,WALKING
8542,WALKING_UPSTAIRS
2928,SITTING
8329,LAYING
9320,WALKING
7904,WALKING
3615,STANDING
7611,WALKING_DOWNSTAIRS
3743,WALKING
7791,WALKING_UPSTAIRS
6146,LAYING
262,WALKING
223,LAYING
8872,WALKING_UPSTAIRS
4486,WALKING
9457,LAYING
8782,LAYING
1343,SITTING
7398,SITTING
3363,WALKING
9577,STANDING
7135,WALKING_UPSTAIRS
3591,WALKING_UPSTAIRS
7656,STANDING
2850,WALKING_UPSTAIRS
7499,WALKING_UPSTAIRS
3165,WALKING
4701,STANDING
4594,SITTING
4884,STANDING
4718,STANDING
9993,LAYING
3920,WALKING
9460,LAYING
8603,SITTING
6766,WALKING_DOWNSTAIRS
7293,WALKING
5255,WALKING_UPSTAIRS
9931,STANDING
7445,WALKING
2472,WALKING
1789,SITTING
2444,LAYING
2508,WALKING_DOWNSTAIRS
8532,WALKING_UPSTAIRS
8594,SITTING
5633,WALKING_DOWNSTAIRS
9673,WALKING
4924,SITTING
4021,SITTING
3470,SITTING
3372,WALKING
8373,WALKING_DOWNSTAIRS
2367,WALKING_UPSTAIRS
1519,SITTING
9708,WALKING_DOWNSTAIRS
9167,WALKING_DOWNSTAIRS
8680,WALKING_DOWNSTAIRS
9756,STANDING
3323,LAYING
4356,WALKING_UPSTAIRS
7472,WALKING_DOWNSTAIRS
4883,STANDING
8416,STANDING
8780,LAYING
1088,WALKING
465,WALKING_DOWNSTAIRS
1118,WALKING_DOWNSTAIRS
2280,LAYING
4340,WALKING_DOWNSTAIRS
9102,LAYING
1766,STANDING
6789,WALKING_UPSTAIRS
7852,SITTING
2230,STANDING
8604,SITTING
9672,WALKING
112,WALKING
8509,WALKING
9868,WALKING
8674,WALKING_DOWNSTAIRS
3688,LAYING
2591,SITTING
5654,WALKING_UPSTAIRS
7334,WALKING_UPSTAIRS
5819,WALKING_DOWNSTAIRS
306,WALKING_UPSTAIRS
10093,WALKING_UPSTAIRS
9757,STANDING
8107,WALKING_UPSTAIRS
7671,STANDING
3849,SITTING
4809,WALKING
1011,STANDING
3491,SITTING
2126,LAYING
4616,LAYING
9459,LAYING
250,WALKING
1397,WALKING
8930,LAYING
10242,WALKING_DOWNSTAIRS
9844,LAYING
6078,STANDING
10024,WALKING
4637,WALKING
2442,LAYING
483,WALKING_DOWNSTAIRS
8113,WALKING_UPSTAIRS
2619,LAYING
4385,STANDING
596,LAYING
4567,SITTING
4140,WALKING_DOWNSTAIRS
4309,WALKING
9853,WALKING
8904,SITTING
7132,WALKING_UPSTAIRS
539,STANDING
6277,STANDING
3704,LAYING
2417,SITTING
6446,WALKING_UPSTAIRS
2276,LAYING
7942,WALKING_DOWNSTAIRS
8398,WALKING_UPSTAIRS
4948,LAYING
6625,STANDING
609,LAYING
4299,LAYING
220,LAYING
7202,SITTING
7514,STANDING
4915,SITTING
1282,WALKING_DOWNSTAIRS
5988,WALKING
9521,WALKING_DOWNSTAIRS
678,WALKING_UPSTAIRS
9556,WALKING_DOWNSTAIRS
9983,SITTING
4472,WALKING
5487,STANDING
7588,WALKING
635,WALKING
4362,WALKING_DOWNSTAIRS
1384,LAYING
6741,WALKING
2733,SITTING
2892,STANDING
193,STANDING
8686,WALKING_DOWNSTAIRS
7052,LAYING
1306,WALKING_UPSTAIRS
2895,STANDING
5333,SITTING
8415,STANDING
2809,WALKING
7882,LAYING
9887,WALKING_DOWNSTAIRS
8164,LAYING
6583,WALKING_DOWNSTAIRS
9517,WALKING_DOWNSTAIRS
4852,WALKING_DOWNSTAIRS
8788,LAYING
7047,LAYING
8516,WALKING_DOWNSTAIRS
8173,LAYING
8079,WALKING_UPSTAIRS
9087,SITTING
9525,WALKING_DOWNSTAIRS
10296,WALKING_UPSTAIRS
516,WALKING_UPSTAIRS
9022,WALKING_UPSTAIRS
2189,WALKING_DOWNSTAIRS
4474,WALKING
2653,WALKING
1891,WALKING_UPSTAIRS
1413,WALKING
4007,STANDING
6940,WALKING_DOWNSTAIRS
9930,STANDING
2891,STANDING
9219,STANDING
9058,STANDING
3998,STANDING
6659,SITTING
5151,LAYING
1455,WALKING_UPSTAIRS
3408,WALKING_UPSTAIRS
4754,SITTING
9115,LAYING
557,SITTING
5566,LAYING
6697,LAYING
6209,WALKING_DOWNSTAIRS
1623,STANDING
5026,WALKING_DOWNSTAIRS
4747,SITTING
8845,WALKING_DOWNSTAIRS
3686,LAYING
9637,SITTING
2118,LAYING
5320,SITTING
6245,STANDING
4487,WALKING
2804,WALKING
2995,WALKING
135,WALKING_DOWNSTAIRS
6901,WALKING
8472,LAYING
7845,STANDING
3541,WALKING
1812,SITTING
7629,WALKING_DOWNSTAIRS
4170,WALKING_UPSTAIRS
10244,WALKING_DOWNSTAIRS
4297,LAYING
3721,LAYING
10160,SITTING
2579,SITTING
3397,WALKING_DOWNSTAIRS
3236,WALKING_UPSTAIRS
9469,LAYING
8702,WALKING_UPSTAIRS
1645,SITTING
5807,WALKING
7337,WALKING_UPSTAIRS
8721,STANDING
2780,LAYING
7885,LAYING
229,SITTING
2869,WALKING_UPSTAIRS
9755,STANDING
4967,LAYING
8651,WALKING
3398,WALKING_DOWNSTAIRS
5015,WALKING_DOWNSTAIRS
4332,WALKING_DOWNSTAIRS
9814,LAYING
5409,WALKING
6845,SITTING
5552,SITTING
2817,WALKING
6595,WALKING_DOWNSTAIRS
1035,SITTING
6928,WALKING_DOWNSTAIRS
4930,SITTING
2466,WALKING
779,WALKING
2719,STANDING
44,SITTING
6301,SITTING
2199,WALKING_UPSTAIRS
7874,LAYING
1136,WALKING_UPSTAIRS
3147,LAYING
8646,WALKING
4699,STANDING
1685,LAYING
2562,STANDING
9385,WALKING_UPSTAIRS
6527,LAYING
351,STANDING
5314,SITTING
2726,STANDING
5228,WALKING_DOWNSTAIRS
1067,LAYING
4810,WALKING
427,LAYING
5649,WALKING_UPSTAIRS
7595,WALKING
10129,STANDING
2461,LAYING
7308,WALKING_DOWNSTAIRS
7112,WALKING_DOWNSTAIRS
6936,WALKING_DOWNSTAIRS
9071,STANDING
205,SITTING
8557,STANDING
1325,STANDING
4908,STANDING
593,LAYING
6768,WALKING_DOWNSTAIRS
6900,WALKING
6979,STANDING
130,WALKING_DOWNSTAIRS
2358,WALKING_UPSTAIRS
7613,WALKING_DOWNSTAIRS
6675,SITTING
3757,WALKING_DOWNSTAIRS
1877,WALKING_DOWNSTAIRS
7643,WALKING_UPSTAIRS
1143,WALKING_UPSTAIRS
902,LAYING
804,WALKING_DOWNSTAIRS
1297,WALKING_UPSTAIRS
5598,WALKING
7231,LAYING
172,WALKING_UPSTAIRS
8317,LAYING
4846,WALKING_DOWNSTAIRS
1799,SITTING
8776,LAYING
7011,SITTING
1861,WALKING
9709,WALKING_DOWNSTAIRS
3781,WALKING_DOWNSTAIRS
814,WALKING_DOWNSTAIRS
7531,STANDING
6014,WALKING_DOWNSTAIRS
97,WALKING
2045,WALKING_UPSTAIRS
1842,WALKING
2661,WALKING_DOWNSTAIRS
1498,STANDING
6543,LAYING
3628,STANDING
2091,SITTING
10208,LAYING
5148,LAYING
1363,SITTING
1578,WALKING_DOWNSTAIRS
5701,STANDING
137,WALKING_DOWNSTAIRS
2970,LAYING
4776,LAYING
6596,WALKING_DOWNSTAIRS
1904,STANDING
2145,WALKING
4416,SITTING
1107,WALKING_DOWNSTAIRS
2782,LAYING
936,WALKING
5067,STANDING
850,STANDING
263,WALKING
3801,STANDING
4571,SITTING
6348,LAYING
1432,WALKING_DOWNSTAIRS
1720,WALKING_DOWNSTAIRS
5878,STANDING
20,STANDING
6742,WALKING
8837,WALKING_DOWNSTAIRS
2880,STANDING
3736,WALKING
4093,LAYING
6434,WALKING_UPSTAIRS
7657,STANDING
2350,WALKING_DOWNSTAIRS
8515,WALKING_DOWNSTAIRS
7170,STANDING
4783,LAYING
10105,STANDING
2429,SITTING
6553,LAYING
4686,WALKING_UPSTAIRS
7730,LAYING
6552,LAYING
2480,WALKING
4234,SITTING
5078,STANDING
1884,WALKING_UPSTAIRS
5877,STANDING
558,SITTING
8140,SITTING
1773,STANDING
6262,STANDING
5875,STANDING
8667,WALKING_DOWNSTAIRS
7957,WALKING_UPSTAIRS
9940,STANDING
8081,WALKING_UPSTAIRS
763,LAYING
1552,WALKING
7423,LAYING
2386,STANDING
7870,SITTING
773,WALKING
2331,WALKING_DOWNSTAIRS
6756,WALKING_DOWNSTAIRS
9234,STANDING
6467,STANDING
4511,WALKING_UPSTAIRS
6635,STANDING
8820,WALKING
6388,WALKING
6871,LAYING
2301,WALKING
4038,SITTING
5369,LAYING
5565,LAYING
1337,STANDING
978,WALKING_UPSTAIRS
6107,SITTING
4061,LAYING
9366,WALKING_UPSTAIRS
8766,SITTING
2848,WALKING_UPSTAIRS
3394,WALKING_UPSTAIRS
1897,WALKING_UPSTAIRS
8399,WALKING_UPSTAIRS
8943,LAYING
8096,WALKING_UPSTAIRS
3723,LAYING
9326,WALKING
980,WALKING_UPSTAIRS
4043,SITTING
3150,LAYING
7161,WALKING_UPSTAIRS
2154,WALKING
1092,WALKING
6437,WALKING_UPSTAIRS
2993,WALKING
2242,STANDING
1724,WALKING_DOWNSTAIRS
1354,SITTING
606,LAYING
9043,WALKING_UPSTAIRS
10151,SITTING
8391,WALKING_UPSTAIRS
2991,WALKING
6933,WALKING_DOWNSTAIRS
6774,WALKING_UPSTAIRS
7235,LAYING
9065,STANDING
1099,WALKING
7124,WALKING_UPSTAIRS
709,STANDING
3442,STANDING
8547,WALKING_UPSTAIRS
7210,SITTING
623,WALKING
4513,WALKING_UPSTAIRS
4028,SITTING
8269,STANDING
7183,STANDING
8482,LAYING
1736,WALKING_UPSTAIRS
4045,SITTING
4953,LAYING
2225,STANDING
8627,LAYING
5182,WALKING
10285,WALKING_DOWNSTAIRS
7615,WALKING_DOWNSTAIRS
1559,WALKING
6560,WALKING
2479,WALKING
5429,WALKING_DOWNSTAIRS
3601,WALKING_DOWNSTAIRS
7211,SITTING
5658,WALKING_UPSTAIRS
8229,WALKING_UPSTAIRS
3366,WALKING
10164,SITTING
5966,LAYING
3999,STANDING
6826,STANDING
8862,WALKING_UPSTAIRS
1752,WALKING_UPSTAIRS
7586,WALKING
6614,WALKING_UPSTAIRS
1991,WALKING
926,WALKING
472,WALKING_DOWNSTAIRS
3561,WALKING_DOWNSTAIRS
5863,WALKING_UPSTAIRS
6533,LAYING
658,WALKING_DOWNSTAIRS
5103,SITTING
4455,LAYING
3351,WALKING
2219,WALKING_UPSTAIRS
5379,WALKING
4545,STANDING
7747,WALKING
4503,WALKING_DOWNSTAIRS
1959,LAYING
5679,STANDING
4085,LAYING
5957,LAYING
6084,STANDING
1081,WALKING
274,WALKING
7578,LAYING
6607,WALKING_UPSTAIRS
4110,WALKING
4153,WALKING_UPSTAIRS
4152,WALKING_UPSTAIRS
7644,WALKING_UPSTAIRS
4237,SITTING
10212,WALKING
6113,SITTING
9732,WALKING_UPSTAIRS
7705,SITTING
5412,WALKING
6332,LAYING
9452,LAYING
5312,SITTING
2842,WALKING_DOWNSTAIRS
1050,LAYING
2599,LAYING
1429,WALKING_DOWNSTAIRS
8127,STANDING
6953,WALKING_UPSTAIRS
4255,SITTING
1575,WALKING
3810,STANDING
2751,SITTING
492,WALKING_UPSTAIRS
2614,LAYING
8353,WALKING
6647,STANDING
3367,WALKING
5632,WALKING_DOWNSTAIRS
4354,WALKING_UPSTAIRS
1879,WALKING_DOWNSTAIRS
6559,WALKING
3339,LAYING
2003,WALKING
3537,WALKING
2210,WALKING_UPSTAIRS
4599,LAYING
9231,STANDING
5221,WALKING_DOWNSTAIRS
3343,LAYING
7041,LAYING
4347,WALKING_UPSTAIRS
1324,STANDING
7847,SITTING
2362,WALKING_UPSTAIRS
151,WALKING_UPSTAIRS
7396,SITTING
3342,LAYING
1595,WALKING_DOWNSTAIRS
7021,SITTING
3587,WALKING_UPSTAIRS
7374,STANDING
4839,WALKING_UPSTAIRS
7059,LAYING
9331,WALKING_DOWNSTAIRS
10215,WALKING
7591,WALKING
894,SITTING
3029,WALKING_UPSTAIRS
975,WALKING_UPSTAIRS
933,WALKING
6913,WALKING
320,WALKING_UPSTAIRS
7229,SITTING
1157,STANDING
3424,WALKING_UPSTAIRS
1901,WALKING_UPSTAIRS
8093,WALKING_UPSTAIRS
2475,WALKING
3217,WALKING_UPSTAIRS
2604,LAYING
3592,WALKING_UPSTAIRS
5541,SITTING
9800,SITTING
8868,WALKING_UPSTAIRS
7771,WALKING_DOWNSTAIRS
8805,WALKING
3463,SITTING
4464,LAYING
5097,STANDING
3270,STANDING
2264,SITTING
6073,STANDING
2248,STANDING
1646,SITTING
8859,WALKING_UPSTAIRS
1496,STANDING
6827,STANDING
6616,WALKING_UPSTAIRS
9396,STANDING
4867,WALKING_DOWNSTAIRS
5696,STANDING
9359,WALKING_DOWNSTAIRS
7255,LAYING
5973,LAYING
6828,STANDING
7278,WALKING
5214,WALKING_DOWNSTAIRS
3521,LAYING
478,WALKING_DOWNSTAIRS
8413,STANDING
4497,WALKING_DOWNSTAIRS
9274,LAYING
7530,STANDING
844,WALKING_UPSTAIRS
5215,WALKING_DOWNSTAIRS
8451,SITTING
5894,STANDING
2482,WALKING
9189,WALKING_UPSTAIRS
8253,WALKING_DOWNSTAIRS
5234,WALKING_DOWNSTAIRS
9154,WALKING
6218,WALKING_UPSTAIRS
6975,STANDING
1063,LAYING
1371,LAYING
7787,WALKING_DOWNSTAIRS
9629,SITTING
5666,WALKING_UPSTAIRS
4439,LAYING
2317,WALKING
1817,LAYING
8109,WALKING_UPSTAIRS
424,LAYING
2220,STANDING
4135,WALKING_DOWNSTAIRS
8119,STANDING
8487,WALKING
3425,WALKING_UPSTAIRS
5827,WALKING_DOWNSTAIRS
7749,WALKING
6883,LAYING
2729,STANDING
2761,SITTING
9640,LAYING
6997,SITTING
8873,STANDING
2627,LAYING
7065,LAYING
8218,WALKING_DOWNSTAIRS
7220,SITTING
5836,WALKING_UPSTAIRS
9084,SITTING
524,STANDING
1037,SITTING
5302,STANDING
1675,LAYING
3763,WALKING_DOWNSTAIRS
415,LAYING
1103,WALKING
1147,WALKING_UPSTAIRS
1809,SITTING
9405,STANDING
8600,SITTING
8313,LAYING
9860,WALKING
6917,WALKING
2016,WALKING_DOWNSTAIRS
8728,STANDING
1087,WALKING
6438,WALKING_UPSTAIRS
2372,WALKING_UPSTAIRS
657,WALKING_DOWNSTAIRS
8340,WALKING
7136,WALKING_UPSTAIRS
8403,WALKING_UPSTAIRS
7497,WALKING_UPSTAIRS
3825,SITTING
2788,LAYING
3221,WALKING_UPSTAIRS
5233,WALKING_DOWNSTAIRS
1601,WALKING_UPSTAIRS
5844,WALKING_UPSTAIRS
1886,WALKING_UPSTAIRS
8582,SITTING
3286,SITTING
4496,WALKING_DOWNSTAIRS
1463,WALKING_UPSTAIRS
2049,WALKING_UPSTAIRS
807,WALKING_DOWNSTAIRS
7694,SITTING
3276,STANDING
8886,STANDING
9817,LAYING
10170,SITTING
4756,SITTING
4678,WALKING_UPSTAIRS
8553,STANDING
7274,WALKING
5795,WALKING
3717,LAYING
1495,STANDING
1754,WALKING_UPSTAIRS
5193,WALKING
7983,STANDING
